business_id,name,address,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours
53,Union Public House,"4340 N Campbell Ave, Ste 100",85718,32.2862347,-110.942452,3.5,916,1,"{'AcceptsInsurance': None, 'AgesAllowed': None, 'Alcohol': ""u'full_bar'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': False}"", 'BYOB': 'False', 'BYOBCorkage': None, 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': True, 'thursday': False, 'sunday': False, 'saturday': True}"", 'BikeParking': 'True', 'BusinessAcceptsBitcoin': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}"", 'ByAppointmentOnly': 'False', 'Caters': 'True', 'CoatCheck': 'False', 'Corkage': None, 'DietaryRestrictions': None, 'DogsAllowed': 'True', 'DriveThru': None, 'GoodForDancing': 'False', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': None, 'latenight': True, 'lunch': None, 'dinner': True, 'brunch': None, 'breakfast': False}"", 'HairSpecializesIn': None, 'HappyHour': 'True', 'HasTV': 'True', 'Music': ""{'dj': None, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'NoiseLevel': ""u'average'"", 'Open24Hours': None, 'OutdoorSeating': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsCounterService': None, 'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'Smoking': ""u'outdoor'"", 'WheelchairAccessible': 'True', 'WiFi': ""u'free'""}","Bars, Cocktail Bars, Nightlife, American (Traditional), Restaurants, Wine Bars, Gastropubs","{'Friday': '11:0-18:0', 'Monday': '0:0-0:0', 'Saturday': '17:0-2:0', 'Sunday': '10:0-2:0', 'Thursday': '11:0-2:0', 'Tuesday': '11:0-2:0', 'Wednesday': '11:0-2:0'}"
54,Mi Nidito Restaurant,1813 S 4th Ave,85713,32.19996381,-110.96515,4,807,1,"{'AcceptsInsurance': None, 'AgesAllowed': None, 'Alcohol': ""'full_bar'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'BYOB': 'False', 'BYOBCorkage': ""'no'"", 'BestNights': None, 'BikeParking': 'True', 'BusinessAcceptsBitcoin': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'ByAppointmentOnly': None, 'Caters': 'True', 'CoatCheck': None, 'Corkage': None, 'DietaryRestrictions': None, 'DogsAllowed': 'False', 'DriveThru': 'None', 'GoodForDancing': None, 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': None, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': False}"", 'HairSpecializesIn': None, 'HappyHour': 'True', 'HasTV': 'False', 'Music': None, 'NoiseLevel': ""u'average'"", 'Open24Hours': None, 'OutdoorSeating': 'None', 'RestaurantsAttire': ""'casual'"", 'RestaurantsCounterService': None, 'RestaurantsDelivery': 'None', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'Smoking': None, 'WheelchairAccessible': 'True', 'WiFi': ""u'free'""}","Restaurants, Mexican, Desserts, Food, Latin American, Tacos, Breakfast & Brunch, Soup","{'Friday': '11:0-23:30', 'Monday': None, 'Saturday': '11:0-23:30', 'Sunday': '11:0-21:30', 'Thursday': '11:0-21:30', 'Tuesday': None, 'Wednesday': '11:0-21:30'}"
55,Zinburger,6390 E Grant Rd,85715,32.250078,-110.8555248,4,636,1,"{'AcceptsInsurance': None, 'AgesAllowed': None, 'Alcohol': ""u'full_bar'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': True}"", 'BYOB': None, 'BYOBCorkage': None, 'BestNights': None, 'BikeParking': 'True', 'BusinessAcceptsBitcoin': None, 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'ByAppointmentOnly': None, 'Caters': 'False', 'CoatCheck': None, 'Corkage': None, 'DietaryRestrictions': None, 'DogsAllowed': 'False', 'DriveThru': 'False', 'GoodForDancing': None, 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': None, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'HairSpecializesIn': None, 'HappyHour': 'True', 'HasTV': 'True', 'Music': None, 'NoiseLevel': ""u'average'"", 'Open24Hours': None, 'OutdoorSeating': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsCounterService': None, 'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'False', 'RestaurantsTableService': None, 'RestaurantsTakeOut': 'True', 'Smoking': None, 'WheelchairAccessible': None, 'WiFi': ""u'no'""}","Burgers, Venues & Event Spaces, American (New), Event Planning & Services, Restaurants","{'Friday': '11:0-21:0', 'Monday': '0:0-0:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-20:0'}"
56,Baja Cafe on Campbell,2970 N Campbell Ave,85719,32.260591,-110.94385,4.5,726,1,"{'AcceptsInsurance': None, 'AgesAllowed': None, 'Alcohol': ""'full_bar'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'BYOB': None, 'BYOBCorkage': None, 'BestNights': None, 'BikeParking': 'True', 'BusinessAcceptsBitcoin': None, 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'ByAppointmentOnly': None, 'Caters': 'False', 'CoatCheck': None, 'Corkage': None, 'DietaryRestrictions': None, 'DogsAllowed': 'True', 'DriveThru': 'False', 'GoodForDancing': None, 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': True}"", 'HairSpecializesIn': None, 'HappyHour': 'False', 'HasTV': 'True', 'Music': None, 'NoiseLevel': ""'average'"", 'Open24Hours': None, 'OutdoorSeating': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsCounterService': None, 'RestaurantsDelivery': 'None', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'Smoking': None, 'WheelchairAccessible': 'True', 'WiFi': ""'free'""}","Restaurants, American (Traditional), Mexican, Breakfast & Brunch","{'Friday': '6:0-13:0', 'Monday': '0:0-0:0', 'Saturday': '6:0-14:0', 'Sunday': '6:0-14:0', 'Thursday': '6:0-14:0', 'Tuesday': '6:0-14:0', 'Wednesday': '6:0-14:0'}"
57,Lindy's On 4th,500 N 4th Ave,85705,32.228073,-110.965406,4,577,1,"{'AcceptsInsurance': None, 'AgesAllowed': None, 'Alcohol': ""u'full_bar'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'BYOB': None, 'BYOBCorkage': None, 'BestNights': None, 'BikeParking': 'True', 'BusinessAcceptsBitcoin': None, 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'ByAppointmentOnly': None, 'Caters': 'True', 'CoatCheck': None, 'Corkage': None, 'DietaryRestrictions': None, 'DogsAllowed': 'True', 'DriveThru': 'False', 'GoodForDancing': None, 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': None, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': False}"", 'HairSpecializesIn': None, 'HappyHour': 'True', 'HasTV': 'True', 'Music': None, 'NoiseLevel': ""u'average'"", 'Open24Hours': None, 'OutdoorSeating': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsCounterService': None, 'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'True', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'Smoking': None, 'WheelchairAccessible': 'True', 'WiFi': ""u'free'""}","Beer, Wine & Spirits, American (Traditional), Restaurants, American (New), Burgers, Food, Diners","{'Friday': '11:0-22:0', 'Monday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:0', 'Thursday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0'}"
58,Seis Kitchen,"130 S Avenida Del Convento, Ste 100",85745,32.219762,-110.985493,4.5,661,1,"{'AcceptsInsurance': None, 'AgesAllowed': None, 'Alcohol': ""u'full_bar'"", 'Ambience': ""{'touristy': False, 'hipster': None, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': None, 'upscale': False, 'classy': True, 'casual': True}"", 'BYOB': None, 'BYOBCorkage': None, 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}"", 'BikeParking': 'True', 'BusinessAcceptsBitcoin': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'ByAppointmentOnly': None, 'Caters': 'True', 'CoatCheck': 'False', 'Corkage': None, 'DietaryRestrictions': None, 'DogsAllowed': None, 'DriveThru': 'None', 'GoodForDancing': 'False', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': None, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': True, 'breakfast': True}"", 'HairSpecializesIn': None, 'HappyHour': 'False', 'HasTV': 'False', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': None, 'video': False, 'karaoke': None}"", 'NoiseLevel': ""'average'"", 'Open24Hours': None, 'OutdoorSeating': 'None', 'RestaurantsAttire': ""'casual'"", 'RestaurantsCounterService': None, 'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'False', 'RestaurantsTableService': None, 'RestaurantsTakeOut': 'True', 'Smoking': None, 'WheelchairAccessible': None, 'WiFi': ""u'free'""}","Street Vendors, Nightlife, Food, Bars, Food Trucks, Restaurants, Mexican, Breakfast & Brunch","{'Friday': '8:0-21:0', 'Monday': '8:0-20:0', 'Saturday': '8:0-21:0', 'Sunday': '8:0-20:0', 'Thursday': '8:0-20:0', 'Tuesday': '8:0-20:0', 'Wednesday': '8:0-20:0'}"
59,Culinary Dropout,2543 E Grant Rd,85716,32.2507627,-110.9341315,4,1295,1,"{'AcceptsInsurance': None, 'AgesAllowed': None, 'Alcohol': ""u'full_bar'"", 'Ambience': ""{'touristy': False, 'hipster': True, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': True}"", 'BYOB': None, 'BYOBCorkage': None, 'BestNights': None, 'BikeParking': 'True', 'BusinessAcceptsBitcoin': None, 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': True}"", 'ByAppointmentOnly': 'False', 'Caters': 'False', 'CoatCheck': 'False', 'Corkage': None, 'DietaryRestrictions': None, 'DogsAllowed': 'True', 'DriveThru': None, 'GoodForDancing': None, 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': True, 'latenight': True, 'lunch': True, 'dinner': True, 'brunch': True, 'breakfast': None}"", 'HairSpecializesIn': None, 'HappyHour': 'True', 'HasTV': 'True', 'Music': ""{'dj': False, 'background_music': True, 'no_music': False, 'jukebox': False, 'live': True, 'video': False, 'karaoke': False}"", 'NoiseLevel': ""u'loud'"", 'Open24Hours': None, 'OutdoorSeating': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsCounterService': None, 'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'True', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'Smoking': None, 'WheelchairAccessible': 'True', 'WiFi': ""u'free'""}","Restaurants, American (New)","{'Friday': '11:0-0:0', 'Monday': '0:0-0:0', 'Saturday': '10:0-0:0', 'Sunday': '10:0-22:0', 'Thursday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0'}"
60,Oregano's,4900 E Speedway Blvd,85712,32.23591092,-110.8879609,3.5,510,1,"{'AcceptsInsurance': None, 'AgesAllowed': None, 'Alcohol': ""u'full_bar'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'BYOB': None, 'BYOBCorkage': ""'no'"", 'BestNights': None, 'BikeParking': 'True', 'BusinessAcceptsBitcoin': None, 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'ByAppointmentOnly': None, 'Caters': 'True', 'CoatCheck': None, 'Corkage': None, 'DietaryRestrictions': None, 'DogsAllowed': 'False', 'DriveThru': None, 'GoodForDancing': None, 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': None, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'HairSpecializesIn': None, 'HappyHour': None, 'HasTV': 'True', 'Music': None, 'NoiseLevel': ""'average'"", 'Open24Hours': None, 'OutdoorSeating': 'None', 'RestaurantsAttire': ""'casual'"", 'RestaurantsCounterService': None, 'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'False', 'RestaurantsTableService': None, 'RestaurantsTakeOut': 'True', 'Smoking': None, 'WheelchairAccessible': None, 'WiFi': ""u'no'""}","Restaurants, Sandwiches, Pizza, Italian","{'Friday': '11:0-22:0', 'Monday': '0:0-0:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0'}"
61,OBON Sushi Bar Ramen,350 E Congress St,85701,32.2217997,-110.9659218,4,707,1,"{'AcceptsInsurance': None, 'AgesAllowed': None, 'Alcohol': ""u'full_bar'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': False}"", 'BYOB': 'False', 'BYOBCorkage': None, 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': True, 'saturday': True}"", 'BikeParking': 'True', 'BusinessAcceptsBitcoin': None, 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': True, 'street': True, 'validated': True, 'lot': True, 'valet': False}"", 'ByAppointmentOnly': 'False', 'Caters': 'False', 'CoatCheck': 'False', 'Corkage': 'False', 'DietaryRestrictions': None, 'DogsAllowed': 'False', 'DriveThru': None, 'GoodForDancing': 'False', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'HairSpecializesIn': None, 'HappyHour': 'True', 'HasTV': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'NoiseLevel': ""u'average'"", 'Open24Hours': None, 'OutdoorSeating': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsCounterService': None, 'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'True', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'Smoking': ""u'no'"", 'WheelchairAccessible': 'False', 'WiFi': ""u'free'""}","Sushi Bars, Restaurants, Bars, Japanese, Ramen, Nightlife, Cocktail Bars","{'Friday': '16:0-23:0', 'Monday': '0:0-0:0', 'Saturday': '16:0-23:0', 'Sunday': '16:0-22:0', 'Thursday': '16:0-22:0', 'Tuesday': '16:0-22:0', 'Wednesday': '16:0-22:0'}"
62,"Guadalajara Grill - Fiesta, Best Mexican Restaurant in Tucson",750 N Kolb Rd,85710,32.2305673,-110.8404372,3,555,1,"{'AcceptsInsurance': None, 'AgesAllowed': None, 'Alcohol': ""u'full_bar'"", 'Ambience': ""{'touristy': None, 'hipster': False, 'romantic': None, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'BYOB': None, 'BYOBCorkage': None, 'BestNights': None, 'BikeParking': 'True', 'BusinessAcceptsBitcoin': None, 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'ByAppointmentOnly': None, 'Caters': 'True', 'CoatCheck': None, 'Corkage': None, 'DietaryRestrictions': None, 'DogsAllowed': 'False', 'DriveThru': 'False', 'GoodForDancing': None, 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'HairSpecializesIn': None, 'HappyHour': 'True', 'HasTV': 'True', 'Music': None, 'NoiseLevel': ""'average'"", 'Open24Hours': None, 'OutdoorSeating': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsCounterService': None, 'RestaurantsDelivery': 'None', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'True', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'Smoking': None, 'WheelchairAccessible': 'True', 'WiFi': ""u'no'""}","Mexican, Restaurants, Tex-Mex, Caterers, Event Planning & Services, Seafood","{'Friday': '11:0-22:0', 'Monday': '11:0-21:0', 'Saturday': '10:0-22:0', 'Sunday': '10:0-21:0', 'Thursday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0'}"
63,North Italia,2995 E Skyline Dr,85718,32.325025,-110.928498,4,862,1,"{'AcceptsInsurance': None, 'AgesAllowed': None, 'Alcohol': ""u'full_bar'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': False}"", 'BYOB': None, 'BYOBCorkage': None, 'BestNights': ""{u'monday': True, u'tuesday': False, u'wednesday': False, u'thursday': False, u'friday': True, u'saturday': False, u'sunday': False}"", 'BikeParking': 'True', 'BusinessAcceptsBitcoin': None, 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': 'None', 'ByAppointmentOnly': 'False', 'Caters': 'True', 'CoatCheck': 'False', 'Corkage': None, 'DietaryRestrictions': None, 'DogsAllowed': 'True', 'DriveThru': None, 'GoodForDancing': None, 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': None, 'latenight': None, 'lunch': None, 'dinner': True, 'brunch': None, 'breakfast': False}"", 'HairSpecializesIn': None, 'HappyHour': 'True', 'HasTV': 'True', 'Music': ""{u'dj': None, u'live': False, u'jukebox': None, u'video': False, u'background_music': False, u'karaoke': None, u'no_music': False}"", 'NoiseLevel': ""u'average'"", 'Open24Hours': None, 'OutdoorSeating': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsCounterService': None, 'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'True', 'RestaurantsTableService': None, 'RestaurantsTakeOut': 'True', 'Smoking': None, 'WheelchairAccessible': 'True', 'WiFi': ""u'free'""}","Italian, Restaurants, Venues & Event Spaces, American (New), Nightlife, Cocktail Bars, Bars, Pizza, Event Planning & Services","{'Friday': '11:0-23:0', 'Monday': '0:0-0:0', 'Saturday': '10:0-23:0', 'Sunday': '10:0-22:0', 'Thursday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0'}"
